"","Company","Report_Date","Revenue","Last_Year_Revenue","growth","ranked_growth"
"420","WFC",2010-06-30,1.7405e+10,1.7421e+10,-0.001,27
"421","WFC",2015-12-31,2.0755e+10,2.0958e+10,-0.01,28
"422","WFC",2017-09-30,2.1132e+10,2.1523e+10,-0.018,29
"423","WFC",2018-06-30,2.1101e+10,2.168e+10,-0.027,30
"424","WFC",2018-12-31,2.0459e+10,2.1399e+10,-0.044,31
"425","WFC",2019-03-31,2.0764e+10,2.1743e+10,-0.045,32
"426","WFC",2009-06-30,1.7421e+10,NA,NA,NA
"427","WFC",2009-09-30,1.6355e+10,NA,NA,NA
"428","WFC",2009-12-31,1.6783e+10,NA,NA,NA
"429","WFC",2010-03-31,1.6118e+10,NA,NA,NA
"430","ZION",2010-12-31,346310000,132057000,1.622,1
"431","ZION",2010-09-30,377407000,176990000,1.132,2
"432","ZION",2011-06-30,543191000,294096000,0.847,3
"433","ZION",2011-03-31,497999000,297345000,0.675,4
"434","ZION",2011-12-31,561563000,346310000,0.622,5
"435","ZION",2011-09-30,577084000,377407000,0.529,6
"436","ZION",2016-06-30,5.56e+08,418456000,0.329,7
"437","ZION",2014-12-31,532314000,431423000,0.234,8
"438","ZION",2018-03-31,7.27e+08,5.98e+08,0.216,9
"439","ZION",2017-06-30,6.53e+08,5.56e+08,0.174,10
"440","ZION",2017-03-31,5.98e+08,5.28e+08,0.133,11
"441","ZION",2016-12-31,6.11e+08,544307000,0.123,12
"442","ZION",2016-09-30,5.95e+08,533059000,0.116,13
"443","ZION",2017-12-31,6.77e+08,6.11e+08,0.108,14
"444","ZION",2017-09-30,6.56e+08,5.95e+08,0.103,15
"445","ZION",2018-09-30,7.12e+08,6.56e+08,0.085,16
"446","ZION",2014-09-30,587533000,543284000,0.081,17
"447","ZION",2012-03-31,533634000,497999000,0.072,18
"448","ZION",2013-03-31,568369000,533634000,0.065,19
"449","ZION",2013-06-30,577795000,544156000,0.062,20
"450","ZION",2018-12-31,7.09e+08,6.77e+08,0.047,21
"451","ZION",2018-06-30,6.81e+08,6.53e+08,0.043,22
"452","ZION",2014-06-30,595549000,577795000,0.031,23
"453","ZION",2015-12-31,544307000,532314000,0.023,24
"454","ZION",2012-06-30,544156000,543191000,0.002,25
"455","ZION",2016-03-31,5.28e+08,536178000,-0.015,26
"456","ZION",2012-09-30,565276000,577084000,-0.02,27
"457","ZION",2014-03-31,555394000,568369000,-0.023,28
"458","ZION",2019-03-31,7.04e+08,7.27e+08,-0.032,29
"459","ZION",2015-03-31,536178000,555394000,-0.035,30
"460","ZION",2013-09-30,543284000,565276000,-0.039,31
"461","ZION",2015-09-30,533059000,587533000,-0.093,32
"462","ZION",2012-12-31,494517000,561563000,-0.119,33
"463","ZION",2013-12-31,431423000,494517000,-0.128,34
"464","ZION",2010-06-30,294096000,343770000,-0.144,35
"465","ZION",2015-06-30,418456000,595549000,-0.297,36
"466","ZION",2009-06-30,343770000,NA,NA,NA
"467","ZION",2009-09-30,176990000,NA,NA,NA
"468","ZION",2009-12-31,132057000,NA,NA,NA
"469","ZION",2010-03-31,297345000,NA,NA,NA
