county.fips,county.name,state.name,party,vote.count,county.total.count,national.party.percent,national.count,is.national.winner
40035,craig,oklahoma,D,1252,5785,48.09810441,135851595,FALSE
40035,craig,oklahoma,O,250,5785,5.789663346,135851595,FALSE
40035,craig,oklahoma,R,4283,5785,46.11223225,135851595,TRUE
51045,craig,virginia,D,541,2791,48.09810441,135851595,FALSE
51045,craig,virginia,O,110,2791,5.789663346,135851595,FALSE
51045,craig,virginia,R,2140,2791,46.11223225,135851595,TRUE
5031,craighead,arkansas,D,10538,35573,48.09810441,135851595,FALSE
5031,craighead,arkansas,O,2143,35573,5.789663346,135851595,FALSE
5031,craighead,arkansas,R,22892,35573,46.11223225,135851595,TRUE
48103,crane,texas,D,299,1384,48.09810441,135851595,FALSE
48103,crane,texas,O,36,1384,5.789663346,135851595,FALSE
48103,crane,texas,R,1049,1384,46.11223225,135851595,TRUE
37049,craven,north carolina,D,17629,46991,48.09810441,135851595,FALSE
37049,craven,north carolina,O,1640,46991,5.789663346,135851595,FALSE
37049,craven,north carolina,R,27722,46991,46.11223225,135851595,TRUE
5033,crawford,arkansas,D,4488,22450,48.09810441,135851595,FALSE
5033,crawford,arkansas,O,1276,22450,5.789663346,135851595,FALSE
5033,crawford,arkansas,R,16686,22450,46.11223225,135851595,TRUE
13079,crawford,georgia,D,1421,5176,48.09810441,135851595,FALSE
13079,crawford,georgia,O,120,5176,5.789663346,135851595,FALSE
13079,crawford,georgia,R,3635,5176,46.11223225,135851595,TRUE
17033,crawford,illinois,D,1969,8584,48.09810441,135851595,FALSE
17033,crawford,illinois,O,469,8584,5.789663346,135851595,FALSE
17033,crawford,illinois,R,6146,8584,46.11223225,135851595,TRUE
18025,crawford,indiana,D,1323,4593,48.09810441,135851595,FALSE
18025,crawford,indiana,O,255,4593,5.789663346,135851595,FALSE
18025,crawford,indiana,R,3015,4593,46.11223225,135851595,TRUE
19047,crawford,iowa,D,1991,6935,48.09810441,135851595,FALSE
19047,crawford,iowa,O,327,6935,5.789663346,135851595,FALSE
19047,crawford,iowa,R,4617,6935,46.11223225,135851595,TRUE
20037,crawford,kansas,D,5064,14404,48.09810441,135851595,FALSE
20037,crawford,kansas,O,946,14404,5.789663346,135851595,FALSE
20037,crawford,kansas,R,8394,14404,46.11223225,135851595,TRUE
26039,crawford,michigan,D,2110,6844,48.09810441,135851595,FALSE
26039,crawford,michigan,O,380,6844,5.789663346,135851595,FALSE
26039,crawford,michigan,R,4354,6844,46.11223225,135851595,TRUE
29055,crawford,missouri,D,1824,9920,48.09810441,135851595,FALSE
29055,crawford,missouri,O,372,9920,5.789663346,135851595,FALSE
29055,crawford,missouri,R,7724,9920,46.11223225,135851595,TRUE
39033,crawford,ohio,D,4625,19329,48.09810441,135851595,FALSE
39033,crawford,ohio,O,1093,19329,5.789663346,135851595,FALSE
39033,crawford,ohio,R,13611,19329,46.11223225,135851595,TRUE
42039,crawford,pennsylvania,D,10971,37788,48.09810441,135851595,FALSE
42039,crawford,pennsylvania,O,1830,37788,5.789663346,135851595,FALSE
42039,crawford,pennsylvania,R,24987,37788,46.11223225,135851595,TRUE
55023,crawford,wisconsin,D,3425,7744,48.09810441,135851595,FALSE
55023,crawford,wisconsin,O,475,7744,5.789663346,135851595,FALSE
55023,crawford,wisconsin,R,3844,7744,46.11223225,135851595,TRUE
40037,creek,oklahoma,D,5841,28830,48.09810441,135851595,FALSE
40037,creek,oklahoma,O,1414,28830,5.789663346,135851595,FALSE
40037,creek,oklahoma,R,21575,28830,46.11223225,135851595,TRUE
1041,crenshaw,alabama,D,1664,6267,48.09810441,135851595,FALSE
1041,crenshaw,alabama,O,90,6267,5.789663346,135851595,FALSE
1041,crenshaw,alabama,R,4513,6267,46.11223225,135851595,TRUE
13081,crisp,georgia,D,2837,7512,48.09810441,135851595,FALSE
13081,crisp,georgia,O,126,7512,5.789663346,135851595,FALSE
13081,crisp,georgia,R,4549,7512,46.11223225,135851595,TRUE
5035,crittenden,arkansas,D,8410,15952,48.09810441,135851595,FALSE
5035,crittenden,arkansas,O,578,15952,5.789663346,135851595,FALSE
5035,crittenden,arkansas,R,6964,15952,46.11223225,135851595,TRUE
21055,crittenden,kentucky,D,617,4037,48.09810441,135851595,FALSE
21055,crittenden,kentucky,O,130,4037,5.789663346,135851595,FALSE
21055,crittenden,kentucky,R,3290,4037,46.11223225,135851595,TRUE
47033,crockett,tennessee,D,1302,5386,48.09810441,135851595,FALSE
47033,crockett,tennessee,O,107,5386,5.789663346,135851595,FALSE
47033,crockett,tennessee,R,3977,5386,46.11223225,135851595,TRUE
48105,crockett,texas,D,372,1395,48.09810441,135851595,FALSE
48105,crockett,texas,O,43,1395,5.789663346,135851595,FALSE
48105,crockett,texas,R,980,1395,46.11223225,135851595,TRUE
41013,crook,oregon,D,2637,12172,48.09810441,135851595,FALSE
41013,crook,oregon,O,1024,12172,5.789663346,135851595,FALSE
41013,crook,oregon,R,8511,12172,46.11223225,135851595,TRUE
56011,crook,wyoming,D,273,3826,48.09810441,135851595,FALSE
56011,crook,wyoming,O,205,3826,5.789663346,135851595,FALSE
56011,crook,wyoming,R,3348,3826,46.11223225,135851595,TRUE
48107,crosby,texas,D,468,1728,48.09810441,135851595,FALSE
48107,crosby,texas,O,79,1728,5.789663346,135851595,FALSE
48107,crosby,texas,R,1181,1728,46.11223225,135851595,TRUE
5037,cross,arkansas,D,1999,6874,48.09810441,135851595,FALSE
5037,cross,arkansas,O,291,6874,5.789663346,135851595,FALSE
5037,cross,arkansas,R,4584,6874,46.11223225,135851595,TRUE
27035,crow wing,minnesota,D,10982,35842,48.09810441,135851595,FALSE
27035,crow wing,minnesota,O,2573,35842,5.789663346,135851595,FALSE
27035,crow wing,minnesota,R,22287,35842,46.11223225,135851595,TRUE
8025,crowley,colorado,D,339,1527,48.09810441,135851595,FALSE
8025,crowley,colorado,O,109,1527,5.789663346,135851595,FALSE
8025,crowley,colorado,R,1079,1527,46.11223225,135851595,TRUE
48109,culberson,texas,D,454,767,48.09810441,135851595,FALSE
48109,culberson,texas,O,33,767,5.789663346,135851595,FALSE
48109,culberson,texas,R,280,767,46.11223225,135851595,TRUE
1043,cullman,alabama,D,3798,37873,48.09810441,135851595,FALSE
1043,cullman,alabama,O,1086,37873,5.789663346,135851595,FALSE
1043,cullman,alabama,R,32989,37873,46.11223225,135851595,TRUE
51047,culpeper,virginia,D,7759,22218,48.09810441,135851595,FALSE
51047,culpeper,virginia,O,1110,22218,5.789663346,135851595,FALSE
51047,culpeper,virginia,R,13349,22218,46.11223225,135851595,TRUE
17035,cumberland,illinois,D,1028,5562,48.09810441,135851595,FALSE
17035,cumberland,illinois,O,334,5562,5.789663346,135851595,FALSE
17035,cumberland,illinois,R,4200,5562,46.11223225,135851595,TRUE
21057,cumberland,kentucky,D,459,3066,48.09810441,135851595,FALSE
21057,cumberland,kentucky,O,105,3066,5.789663346,135851595,FALSE
21057,cumberland,kentucky,R,2502,3066,46.11223225,135851595,TRUE
23005,cumberland,maine,D,102935,171249,48.09810441,135851595,FALSE
23005,cumberland,maine,O,10617,171249,5.789663346,135851595,FALSE
23005,cumberland,maine,R,57697,171249,46.11223225,135851595,TRUE
34011,cumberland,new jersey,D,27771,54331,48.09810441,135851595,FALSE
34011,cumberland,new jersey,O,2107,54331,5.789663346,135851595,FALSE
34011,cumberland,new jersey,R,24453,54331,46.11223225,135851595,TRUE
37051,cumberland,north carolina,D,71605,127506,48.09810441,135851595,FALSE
37051,cumberland,north carolina,O,4636,127506,5.789663346,135851595,FALSE
37051,cumberland,north carolina,R,51265,127506,46.11223225,135851595,TRUE
42041,cumberland,pennsylvania,D,47085,123486,48.09810441,135851595,FALSE
42041,cumberland,pennsylvania,O,7325,123486,5.789663346,135851595,FALSE
42041,cumberland,pennsylvania,R,69076,123486,46.11223225,135851595,TRUE
47035,cumberland,tennessee,D,5202,26298,48.09810441,135851595,FALSE
47035,cumberland,tennessee,O,686,26298,5.789663346,135851595,FALSE
47035,cumberland,tennessee,R,20410,26298,46.11223225,135851595,TRUE
51049,cumberland,virginia,D,2036,4906,48.09810441,135851595,FALSE
51049,cumberland,virginia,O,173,4906,5.789663346,135851595,FALSE
51049,cumberland,virginia,R,2697,4906,46.11223225,135851595,TRUE
31039,cuming,nebraska,D,719,4024,48.09810441,135851595,FALSE
31039,cuming,nebraska,O,183,4024,5.789663346,135851595,FALSE
31039,cuming,nebraska,R,3122,4024,46.11223225,135851595,TRUE
37053,currituck,north carolina,D,2913,12669,48.09810441,135851595,FALSE
37053,currituck,north carolina,O,593,12669,5.789663346,135851595,FALSE
37053,currituck,north carolina,R,9163,12669,46.11223225,135851595,TRUE
35009,curry,new mexico,D,3121,13370,48.09810441,135851595,FALSE
35009,curry,new mexico,O,1214,13370,5.789663346,135851595,FALSE
35009,curry,new mexico,R,9035,13370,46.11223225,135851595,TRUE
41015,curry,oregon,D,4300,12611,48.09810441,135851595,FALSE
41015,curry,oregon,O,1099,12611,5.789663346,135851595,FALSE
41015,curry,oregon,R,7212,12611,46.11223225,135851595,TRUE
8027,custer,colorado,D,797,3066,48.09810441,135851595,FALSE
8027,custer,colorado,O,208,3066,5.789663346,135851595,FALSE
8027,custer,colorado,R,2061,3066,46.11223225,135851595,TRUE
16037,custer,idaho,D,427,2414,48.09810441,135851595,FALSE
16037,custer,idaho,O,210,2414,5.789663346,135851595,FALSE
16037,custer,idaho,R,1777,2414,46.11223225,135851595,TRUE
30017,custer,montana,D,1176,5185,48.09810441,135851595,FALSE
30017,custer,montana,O,352,5185,5.789663346,135851595,FALSE
30017,custer,montana,R,3657,5185,46.11223225,135851595,TRUE
31041,custer,nebraska,D,641,5579,48.09810441,135851595,FALSE
31041,custer,nebraska,O,243,5579,5.789663346,135851595,FALSE
31041,custer,nebraska,R,4695,5579,46.11223225,135851595,TRUE
40039,custer,oklahoma,D,2104,10541,48.09810441,135851595,FALSE
40039,custer,oklahoma,O,611,10541,5.789663346,135851595,FALSE
40039,custer,oklahoma,R,7826,10541,46.11223225,135851595,TRUE
46033,custer,south dakota,D,1120,4716,48.09810441,135851595,FALSE
46033,custer,south dakota,O,306,4716,5.789663346,135851595,FALSE
46033,custer,south dakota,R,3290,4716,46.11223225,135851595,TRUE
39035,cuyahoga,ohio,D,398271,608873,48.09810441,135851595,FALSE
39035,cuyahoga,ohio,O,26391,608873,5.789663346,135851595,FALSE
39035,cuyahoga,ohio,R,184211,608873,46.11223225,135851595,TRUE
13083,dade,georgia,D,965,6242,48.09810441,135851595,FALSE
13083,dade,georgia,O,226,6242,5.789663346,135851595,FALSE
13083,dade,georgia,R,5051,6242,46.11223225,135851595,TRUE
29057,dade,missouri,D,637,3951,48.09810441,135851595,FALSE
29057,dade,missouri,O,130,3951,5.789663346,135851595,FALSE
29057,dade,missouri,R,3184,3951,46.11223225,135851595,TRUE
49009,daggett,utah,D,77,477,48.09810441,135851595,FALSE
49009,daggett,utah,O,69,477,5.789663346,135851595,FALSE
49009,daggett,utah,R,331,477,46.11223225,135851595,TRUE
27037,dakota,minnesota,D,110483,231440,48.09810441,135851595,FALSE
27037,dakota,minnesota,O,21374,231440,5.789663346,135851595,FALSE
27037,dakota,minnesota,R,99583,231440,46.11223225,135851595,TRUE
31043,dakota,nebraska,D,2314,6209,48.09810441,135851595,FALSE
31043,dakota,nebraska,O,279,6209,5.789663346,135851595,FALSE
31043,dakota,nebraska,R,3616,6209,46.11223225,135851595,TRUE
1045,dale,alabama,D,4413,18749,48.09810441,135851595,FALSE
1045,dale,alabama,O,528,18749,5.789663346,135851595,FALSE
1045,dale,alabama,R,13808,18749,46.11223225,135851595,TRUE
48111,dallam,texas,D,222,1544,48.09810441,135851595,FALSE
48111,dallam,texas,O,61,1544,5.789663346,135851595,FALSE
48111,dallam,texas,R,1261,1544,46.11223225,135851595,TRUE
1047,dallas,alabama,D,12836,18792,48.09810441,135851595,FALSE
1047,dallas,alabama,O,167,18792,5.789663346,135851595,FALSE
1047,dallas,alabama,R,5789,18792,46.11223225,135851595,TRUE
5039,dallas,arkansas,D,1165,2771,48.09810441,135851595,FALSE
5039,dallas,arkansas,O,97,2771,5.789663346,135851595,FALSE
5039,dallas,arkansas,R,1509,2771,46.11223225,135851595,TRUE
19049,dallas,iowa,D,15701,38252,48.09810441,135851595,FALSE
19049,dallas,iowa,O,3212,38252,5.789663346,135851595,FALSE
19049,dallas,iowa,R,19339,38252,46.11223225,135851595,TRUE
29059,dallas,missouri,D,1271,7440,48.09810441,135851595,FALSE
29059,dallas,missouri,O,274,7440,5.789663346,135851595,FALSE
29059,dallas,missouri,R,5895,7440,46.11223225,135851595,TRUE
48113,dallas,texas,D,461080,758973,48.09810441,135851595,FALSE
48113,dallas,texas,O,34948,758973,5.789663346,135851595,FALSE
48113,dallas,texas,R,262945,758973,46.11223225,135851595,TRUE
55025,dane,wisconsin,D,217526,310017,48.09810441,135851595,FALSE
55025,dane,wisconsin,O,21212,310017,5.789663346,135851595,FALSE
55025,dane,wisconsin,R,71279,310017,46.11223225,135851595,TRUE
30019,daniels,montana,D,168,954,48.09810441,135851595,FALSE
30019,daniels,montana,O,56,954,5.789663346,135851595,FALSE
30019,daniels,montana,R,730,954,46.11223225,135851595,TRUE
51590,danville,virginia,D,11059,18940,48.09810441,135851595,FALSE
51590,danville,virginia,O,578,18940,5.789663346,135851595,FALSE
51590,danville,virginia,R,7303,18940,46.11223225,135851595,TRUE
37055,dare,north carolina,D,7323,19896,48.09810441,135851595,FALSE
37055,dare,north carolina,O,947,19896,5.789663346,135851595,FALSE
37055,dare,north carolina,R,11626,19896,46.11223225,135851595,TRUE
39037,darke,ohio,D,4470,25601,48.09810441,135851595,FALSE
39037,darke,ohio,O,1119,25601,5.789663346,135851595,FALSE
39037,darke,ohio,R,20012,25601,46.11223225,135851595,TRUE
45031,darlington,south carolina,D,13888,29674,48.09810441,135851595,FALSE
45031,darlington,south carolina,O,797,29674,5.789663346,135851595,FALSE
45031,darlington,south carolina,R,14989,29674,46.11223225,135851595,TRUE
42043,dauphin,pennsylvania,D,64706,131783,48.09810441,135851595,FALSE
42043,dauphin,pennsylvania,O,6214,131783,5.789663346,135851595,FALSE
42043,dauphin,pennsylvania,R,60863,131783,46.11223225,135851595,TRUE
37057,davidson,north carolina,D,18102,74835,48.09810441,135851595,FALSE
37057,davidson,north carolina,O,2429,74835,5.789663346,135851595,FALSE
37057,davidson,north carolina,R,54304,74835,46.11223225,135851595,TRUE
47037,davidson,tennessee,D,148473,246199,48.09810441,135851595,FALSE
47037,davidson,tennessee,O,13361,246199,5.789663346,135851595,FALSE
47037,davidson,tennessee,R,84365,246199,46.11223225,135851595,TRUE
37059,davie,north carolina,D,5270,21756,48.09810441,135851595,FALSE
37059,davie,north carolina,O,884,21756,5.789663346,135851595,FALSE
37059,davie,north carolina,R,15602,21756,46.11223225,135851595,TRUE
18027,daviess,indiana,D,1800,10768,48.09810441,135851595,FALSE
18027,daviess,indiana,O,423,10768,5.789663346,135851595,FALSE
18027,daviess,indiana,R,8545,10768,46.11223225,135851595,TRUE
21059,daviess,kentucky,D,14163,45807,48.09810441,135851595,FALSE
21059,daviess,kentucky,O,2737,45807,5.789663346,135851595,FALSE
21059,daviess,kentucky,R,28907,45807,46.11223225,135851595,TRUE
29061,daviess,missouri,D,730,3730,48.09810441,135851595,FALSE
29061,daviess,missouri,O,237,3730,5.789663346,135851595,FALSE
29061,daviess,missouri,R,2763,3730,46.11223225,135851595,TRUE
19051,davis,iowa,D,977,3882,48.09810441,135851595,FALSE
19051,davis,iowa,O,182,3882,5.789663346,135851595,FALSE
19051,davis,iowa,R,2723,3882,46.11223225,135851595,TRUE
49011,davis,utah,D,28776,138411,48.09810441,135851595,FALSE
49011,davis,utah,O,47416,138411,5.789663346,135851595,FALSE
49011,davis,utah,R,62219,138411,46.11223225,135851595,TRUE
46035,davison,south dakota,D,2355,7952,48.09810441,135851595,FALSE
46035,davison,south dakota,O,440,7952,5.789663346,135851595,FALSE
46035,davison,south dakota,R,5157,7952,46.11223225,135851595,TRUE
31045,dawes,nebraska,D,801,3676,48.09810441,135851595,FALSE
31045,dawes,nebraska,O,243,3676,5.789663346,135851595,FALSE
31045,dawes,nebraska,R,2632,3676,46.11223225,135851595,TRUE
13085,dawson,georgia,D,1448,11820,48.09810441,135851595,FALSE
13085,dawson,georgia,O,472,11820,5.789663346,135851595,FALSE
13085,dawson,georgia,R,9900,11820,46.11223225,135851595,TRUE
30021,dawson,montana,D,787,4331,48.09810441,135851595,FALSE
30021,dawson,montana,O,224,4331,5.789663346,135851595,FALSE
30021,dawson,montana,R,3320,4331,46.11223225,135851595,TRUE
31047,dawson,nebraska,D,2136,8559,48.09810441,135851595,FALSE
31047,dawson,nebraska,O,439,8559,5.789663346,135851595,FALSE
31047,dawson,nebraska,R,5984,8559,46.11223225,135851595,TRUE
48115,dawson,texas,D,835,3563,48.09810441,135851595,FALSE
48115,dawson,texas,O,92,3563,5.789663346,135851595,FALSE
48115,dawson,texas,R,2636,3563,46.11223225,135851595,TRUE
46037,day,south dakota,D,974,2747,48.09810441,135851595,FALSE
46037,day,south dakota,O,146,2747,5.789663346,135851595,FALSE
46037,day,south dakota,R,1627,2747,46.11223225,135851595,TRUE
35011,de baca,new mexico,D,193,910,48.09810441,135851595,FALSE
35011,de baca,new mexico,O,97,910,5.789663346,135851595,FALSE
35011,de baca,new mexico,R,620,910,46.11223225,135851595,TRUE
22031,de soto,louisiana,D,5165,13500,48.09810441,135851595,FALSE
22031,de soto,louisiana,O,267,13500,5.789663346,135851595,FALSE
22031,de soto,louisiana,R,8068,13500,46.11223225,135851595,TRUE
17039,de witt,illinois,D,1907,7469,48.09810441,135851595,FALSE
17039,de witt,illinois,O,490,7469,5.789663346,135851595,FALSE
17039,de witt,illinois,R,5072,7469,46.11223225,135851595,TRUE
48117,deaf smith,texas,D,1185,4216,48.09810441,135851595,FALSE
48117,deaf smith,texas,O,120,4216,5.789663346,135851595,FALSE
48117,deaf smith,texas,R,2911,4216,46.11223225,135851595,TRUE
18029,dearborn,indiana,D,4883,23984,48.09810441,135851595,FALSE
18029,dearborn,indiana,O,988,23984,5.789663346,135851595,FALSE
18029,dearborn,indiana,R,18113,23984,46.11223225,135851595,TRUE
13087,decatur,georgia,D,4124,10286,48.09810441,135851595,FALSE
13087,decatur,georgia,O,142,10286,5.789663346,135851595,FALSE
13087,decatur,georgia,R,6020,10286,46.11223225,135851595,TRUE
18031,decatur,indiana,D,2121,11127,48.09810441,135851595,FALSE
18031,decatur,indiana,O,516,11127,5.789663346,135851595,FALSE
18031,decatur,indiana,R,8490,11127,46.11223225,135851595,TRUE
19053,decatur,iowa,D,1201,3734,48.09810441,135851595,FALSE
19053,decatur,iowa,O,237,3734,5.789663346,135851595,FALSE
19053,decatur,iowa,R,2296,3734,46.11223225,135851595,TRUE
20039,decatur,kansas,D,178,1460,48.09810441,135851595,FALSE
20039,decatur,kansas,O,62,1460,5.789663346,135851595,FALSE
20039,decatur,kansas,R,1220,1460,46.11223225,135851595,TRUE
47039,decatur,tennessee,D,894,4585,48.09810441,135851595,FALSE
47039,decatur,tennessee,O,103,4585,5.789663346,135851595,FALSE
47039,decatur,tennessee,R,3588,4585,46.11223225,135851595,TRUE
30023,deer lodge,montana,D,2058,4194,48.09810441,135851595,FALSE
30023,deer lodge,montana,O,373,4194,5.789663346,135851595,FALSE
30023,deer lodge,montana,R,1763,4194,46.11223225,135851595,TRUE
39039,defiance,ohio,D,5368,18349,48.09810441,135851595,FALSE
39039,defiance,ohio,O,1293,18349,5.789663346,135851595,FALSE
39039,defiance,ohio,R,11688,18349,46.11223225,135851595,TRUE
1049,dekalb,alabama,D,3622,25826,48.09810441,135851595,FALSE
1049,dekalb,alabama,O,799,25826,5.789663346,135851595,FALSE
1049,dekalb,alabama,R,21405,25826,46.11223225,135851595,TRUE
13089,dekalb,georgia,D,251370,317849,48.09810441,135851595,FALSE
13089,dekalb,georgia,O,15011,317849,5.789663346,135851595,FALSE
13089,dekalb,georgia,R,51468,317849,46.11223225,135851595,TRUE
17037,dekalb,illinois,D,20348,43408,48.09810441,135851595,FALSE
17037,dekalb,illinois,O,4009,43408,5.789663346,135851595,FALSE
17037,dekalb,illinois,R,19051,43408,46.11223225,135851595,TRUE
18033,dekalb,indiana,D,3942,16902,48.09810441,135851595,FALSE
18033,dekalb,indiana,O,906,16902,5.789663346,135851595,FALSE
18033,dekalb,indiana,R,12054,16902,46.11223225,135851595,TRUE
29063,dekalb,missouri,D,824,4594,48.09810441,135851595,FALSE
29063,dekalb,missouri,O,230,4594,5.789663346,135851595,FALSE
29063,dekalb,missouri,R,3540,4594,46.11223225,135851595,TRUE
47041,dekalb,tennessee,D,1566,6940,48.09810441,135851595,FALSE
47041,dekalb,tennessee,O,210,6940,5.789663346,135851595,FALSE
47041,dekalb,tennessee,R,5164,6940,46.11223225,135851595,TRUE
6015,del norte,california,D,3485,9361,48.09810441,135851595,FALSE
6015,del norte,california,O,742,9361,5.789663346,135851595,FALSE
6015,del norte,california,R,5134,9361,46.11223225,135851595,TRUE
18035,delaware,indiana,D,18153,45109,48.09810441,135851595,FALSE
18035,delaware,indiana,O,2693,45109,5.789663346,135851595,FALSE
18035,delaware,indiana,R,24263,45109,46.11223225,135851595,TRUE
19055,delaware,iowa,D,2957,9241,48.09810441,135851595,FALSE
19055,delaware,iowa,O,590,9241,5.789663346,135851595,FALSE
19055,delaware,iowa,R,5694,9241,46.11223225,135851595,TRUE
36025,delaware,new york,D,5825,17949,48.09810441,135851595,FALSE
36025,delaware,new york,O,1112,17949,5.789663346,135851595,FALSE
36025,delaware,new york,R,11012,17949,46.11223225,135851595,TRUE
39041,delaware,ohio,D,40872,105639,48.09810441,135851595,FALSE
39041,delaware,ohio,O,7199,105639,5.789663346,135851595,FALSE
39041,delaware,ohio,R,57568,105639,46.11223225,135851595,TRUE
40041,delaware,oklahoma,D,3311,15716,48.09810441,135851595,FALSE
40041,delaware,oklahoma,O,579,15716,5.789663346,135851595,FALSE
40041,delaware,oklahoma,R,11826,15716,46.11223225,135851595,TRUE
42045,delaware,pennsylvania,D,177402,299336,48.09810441,135851595,FALSE
42045,delaware,pennsylvania,O,11267,299336,5.789663346,135851595,FALSE
42045,delaware,pennsylvania,R,110667,299336,46.11223225,135851595,TRUE
8029,delta,colorado,D,4087,16790,48.09810441,135851595,FALSE
8029,delta,colorado,O,1048,16790,5.789663346,135851595,FALSE
8029,delta,colorado,R,11655,16790,46.11223225,135851595,TRUE
26041,delta,michigan,D,6436,18492,48.09810441,135851595,FALSE
26041,delta,michigan,O,935,18492,5.789663346,135851595,FALSE
26041,delta,michigan,R,11121,18492,46.11223225,135851595,TRUE
48119,delta,texas,D,400,2281,48.09810441,135851595,FALSE
48119,delta,texas,O,45,2281,5.789663346,135851595,FALSE
48119,delta,texas,R,1836,2281,46.11223225,135851595,TRUE
29065,dent,missouri,D,978,6790,48.09810441,135851595,FALSE
29065,dent,missouri,O,213,6790,5.789663346,135851595,FALSE
29065,dent,missouri,R,5599,6790,46.11223225,135851595,TRUE
48121,denton,texas,D,110890,298645,48.09810441,135851595,FALSE
48121,denton,texas,O,17152,298645,5.789663346,135851595,FALSE
48121,denton,texas,R,170603,298645,46.11223225,135851595,TRUE
8031,denver,colorado,D,244551,331852,48.09810441,135851595,FALSE
8031,denver,colorado,O,24611,331852,5.789663346,135851595,FALSE
8031,denver,colorado,R,62690,331852,46.11223225,135851595,TRUE
19057,des moines,iowa,D,8212,19103,48.09810441,135851595,FALSE
19057,des moines,iowa,O,1362,19103,5.789663346,135851595,FALSE
19057,des moines,iowa,R,9529,19103,46.11223225,135851595,TRUE
41017,deschutes,oregon,D,42444,98557,48.09810441,135851595,FALSE
41017,deschutes,oregon,O,10421,98557,5.789663346,135851595,FALSE
41017,deschutes,oregon,R,45692,98557,46.11223225,135851595,TRUE
5041,desha,arkansas,D,2228,4257,48.09810441,135851595,FALSE
5041,desha,arkansas,O,110,4257,5.789663346,135851595,FALSE
5041,desha,arkansas,R,1919,4257,46.11223225,135851595,TRUE
12027,desoto,florida,D,3781,10903,48.09810441,135851595,FALSE
12027,desoto,florida,O,344,10903,5.789663346,135851595,FALSE
12027,desoto,florida,R,6778,10903,46.11223225,135851595,TRUE
28033,desoto,mississippi,D,19892,64482,48.09810441,135851595,FALSE
28033,desoto,mississippi,O,2435,64482,5.789663346,135851595,FALSE
28033,desoto,mississippi,R,42155,64482,46.11223225,135851595,TRUE
31049,deuel,nebraska,D,120,977,48.09810441,135851595,FALSE
31049,deuel,nebraska,O,48,977,5.789663346,135851595,FALSE
31049,deuel,nebraska,R,809,977,46.11223225,135851595,TRUE
46039,deuel,south dakota,D,570,2080,48.09810441,135851595,FALSE
46039,deuel,south dakota,O,144,2080,5.789663346,135851595,FALSE
46039,deuel,south dakota,R,1366,2080,46.11223225,135851595,TRUE
40043,dewey,oklahoma,D,222,2248,48.09810441,135851595,FALSE
40043,dewey,oklahoma,O,61,2248,5.789663346,135851595,FALSE
40043,dewey,oklahoma,R,1965,2248,46.11223225,135851595,TRUE
46041,dewey,south dakota,D,887,1707,48.09810441,135851595,FALSE
46041,dewey,south dakota,O,97,1707,5.789663346,135851595,FALSE
46041,dewey,south dakota,R,723,1707,46.11223225,135851595,TRUE
48123,dewitt,texas,D,1163,6844,48.09810441,135851595,FALSE
48123,dewitt,texas,O,162,6844,5.789663346,135851595,FALSE
48123,dewitt,texas,R,5519,6844,46.11223225,135851595,TRUE
48125,dickens,texas,D,128,909,48.09810441,135851595,FALSE
48125,dickens,texas,O,26,909,5.789663346,135851595,FALSE
48125,dickens,texas,R,755,909,46.11223225,135851595,TRUE
51051,dickenson,virginia,D,1335,6440,48.09810441,135851595,FALSE
51051,dickenson,virginia,O,173,6440,5.789663346,135851595,FALSE
51051,dickenson,virginia,R,4932,6440,46.11223225,135851595,TRUE
38021,dickey,north dakota,D,554,2407,48.09810441,135851595,FALSE
38021,dickey,north dakota,O,186,2407,5.789663346,135851595,FALSE
38021,dickey,north dakota,R,1667,2407,46.11223225,135851595,TRUE
19059,dickinson,iowa,D,3056,10354,48.09810441,135851595,FALSE
19059,dickinson,iowa,O,545,10354,5.789663346,135851595,FALSE
19059,dickinson,iowa,R,6753,10354,46.11223225,135851595,TRUE
20041,dickinson,kansas,D,1582,8008,48.09810441,135851595,FALSE
20041,dickinson,kansas,O,521,8008,5.789663346,135851595,FALSE
20041,dickinson,kansas,R,5905,8008,46.11223225,135851595,TRUE
26043,dickinson,michigan,D,3923,13165,48.09810441,135851595,FALSE
26043,dickinson,michigan,O,662,13165,5.789663346,135851595,FALSE
26043,dickinson,michigan,R,8580,13165,46.11223225,135851595,TRUE
47043,dickson,tennessee,D,4722,18639,48.09810441,135851595,FALSE
47043,dickson,tennessee,O,690,18639,5.789663346,135851595,FALSE
47043,dickson,tennessee,R,13227,18639,46.11223225,135851595,TRUE
45033,dillon,south carolina,D,5834,11698,48.09810441,135851595,FALSE
45033,dillon,south carolina,O,227,11698,5.789663346,135851595,FALSE
45033,dillon,south carolina,R,5637,11698,46.11223225,135851595,TRUE
48127,dimmit,texas,D,2173,3225,48.09810441,135851595,FALSE
48127,dimmit,texas,O,78,3225,5.789663346,135851595,FALSE
48127,dimmit,texas,R,974,3225,46.11223225,135851595,TRUE
51053,dinwiddie,virginia,D,5765,13575,48.09810441,135851595,FALSE
51053,dinwiddie,virginia,O,363,13575,5.789663346,135851595,FALSE
51053,dinwiddie,virginia,R,7447,13575,46.11223225,135851595,TRUE
11001,district of columbia,district of columbia,D,282830,311268,48.09810441,135851595,FALSE
11001,district of columbia,district of columbia,O,15715,311268,5.789663346,135851595,FALSE
